# Time-averaged data for fix 3
tstep t T P density a b c Etot Eke Epe Epair
43900 275600 126.73 108.677 1.19159 38.1819 38.1819 38.1819 -745.524 377.38 -1122.9 -1122.9
43925 275700 134.63 224.656 1.20507 38.039 38.039 38.039 -722.218 400.905 -1123.12 -1123.12
43950 275800 132.393 221.797 1.20601 38.0292 38.0292 38.0292 -728.923 394.243 -1123.17 -1123.17
43975 275900 129.033 113.478 1.19451 38.1508 38.1508 38.1508 -741.861 384.239 -1126.1 -1126.1
44000 276000 127.595 20.7886 1.18094 38.2964 38.2964 38.2964 -743.458 379.955 -1123.41 -1123.41
44025 276100 134.749 -28.3118 1.1763 38.3467 38.3467 38.3467 -727.215 401.261 -1128.48 -1128.48
44050 276200 135.668 56.9664 1.18471 38.2557 38.2557 38.2557 -719.48 403.995 -1123.47 -1123.47
44075 276300 126.324 146.943 1.19736 38.1205 38.1205 38.1205 -743.766 376.172 -1119.94 -1119.94
44100 276400 128.836 143.624 1.20511 38.0386 38.0386 38.0386 -748.515 383.651 -1132.17 -1132.17
44125 276500 131.312 133.508 1.20755 38.013 38.013 38.013 -745.192 391.026 -1136.22 -1136.22
44150 276600 130.855 96.3056 1.20661 38.0229 38.0229 38.0229 -751.109 389.665 -1140.77 -1140.77
44175 276700 122.776 94.7246 1.20587 38.0306 38.0306 38.0306 -770.319 365.606 -1135.92 -1135.92
44200 276800 125.931 124.548 1.20547 38.0348 38.0348 38.0348 -755.497 375 -1130.5 -1130.5
44225 276900 132.203 105.506 1.20291 38.0617 38.0617 38.0617 -739.576 393.679 -1133.25 -1133.25
44250 277000 131.887 72.1358 1.19999 38.0927 38.0927 38.0927 -743.426 392.737 -1136.16 -1136.16
44275 277100 125.617 91.1406 1.19959 38.0969 38.0969 38.0969 -756.09 374.067 -1130.16 -1130.16
44300 277200 128.607 101.769 1.20045 38.0878 38.0878 38.0878 -748.284 382.971 -1131.26 -1131.26
44325 277300 134.937 140.745 1.20045 38.0878 38.0878 38.0878 -724.299 401.82 -1126.12 -1126.12
44350 277400 131.998 129.262 1.19649 38.1298 38.1298 38.1298 -730.55 393.067 -1123.62 -1123.62
44375 277500 127.168 112.734 1.18931 38.2063 38.2063 38.2063 -738.468 378.685 -1117.15 -1117.15
44400 277600 131.601 36.8085 1.18196 38.2853 38.2853 38.2853 -733.619 391.887 -1125.51 -1125.51
44425 277700 129.792 55.7189 1.18072 38.2988 38.2988 38.2988 -732.374 386.497 -1118.87 -1118.87
44450 277800 129.188 68.5907 1.18455 38.2575 38.2575 38.2575 -735.938 384.7 -1120.64 -1120.64
44475 277900 129.67 98.8314 1.19119 38.1862 38.1862 38.1862 -737.366 386.134 -1123.5 -1123.5
44500 278000 130.278 135.517 1.19764 38.1175 38.1175 38.1175 -738.309 387.945 -1126.25 -1126.25
44525 278100 128.574 159.56 1.19968 38.0959 38.0959 38.0959 -740.414 382.872 -1123.29 -1123.29
44550 278200 133.191 81.9582 1.19635 38.1312 38.1312 38.1312 -738.846 396.619 -1135.47 -1135.47
44575 278300 127.114 69.5095 1.1944 38.152 38.152 38.152 -753.823 378.524 -1132.35 -1132.35
44600 278400 123.796 106.422 1.19528 38.1426 38.1426 38.1426 -758.125 368.643 -1126.77 -1126.77
44625 278500 127.967 183.25 1.1949 38.1467 38.1467 38.1467 -733.327 381.065 -1114.39 -1114.39
44650 278600 131.026 143.006 1.18695 38.2316 38.2316 38.2316 -723.299 390.174 -1113.47 -1113.47
44675 278700 131.994 53.3071 1.17533 38.3572 38.3572 38.3572 -723.101 393.057 -1116.16 -1116.16
44700 278800 126.054 39.8865 1.16916 38.4246 38.4246 38.4246 -733.561 375.368 -1108.93 -1108.93
44725 278900 124.446 104.522 1.16903 38.426 38.426 38.426 -724.648 370.58 -1095.23 -1095.23
44750 279000 133.53 110.025 1.16891 38.4273 38.4273 38.4273 -700.696 397.631 -1098.33 -1098.33
44775 279100 132.417 79.321 1.16791 38.4383 38.4383 38.4383 -707.295 394.314 -1101.61 -1101.61
44800 279200 129.05 37.057 1.16944 38.4215 38.4215 38.4215 -725.668 384.288 -1109.96 -1109.96
44825 279300 127.974 62.7368 1.17673 38.342 38.342 38.342 -733.205 381.084 -1114.29 -1114.29
44850 279400 129.928 134.817 1.18669 38.2344 38.2344 38.2344 -728.789 386.903 -1115.69 -1115.69
44875 279500 136.345 184.626 1.19209 38.1766 38.1766 38.1766 -711.768 406.012 -1117.78 -1117.78
44900 279600 132.087 208.79 1.18777 38.2228 38.2228 38.2228 -711.699 393.332 -1105.03 -1105.03
44925 279700 128.15 61.1391 1.17493 38.3615 38.3615 38.3615 -731.877 381.609 -1113.49 -1113.49
44950 279800 126.69 -24.6781 1.16815 38.4356 38.4356 38.4356 -741.592 377.262 -1118.85 -1118.85
44975 279900 130.122 24.3667 1.17408 38.3708 38.3708 38.3708 -729.922 387.482 -1117.4 -1117.4
45000 280000 137.554 124.737 1.1862 38.2397 38.2397 38.2397 -708.004 409.614 -1117.62 -1117.62
45025 280100 132.437 197.129 1.19381 38.1583 38.1583 38.1583 -718.564 394.375 -1112.94 -1112.94
45050 280200 129.304 170.211 1.19062 38.1923 38.1923 38.1923 -727.11 385.046 -1112.16 -1112.16
45075 280300 128.927 80.4049 1.18151 38.2902 38.2902 38.2902 -732.541 383.922 -1116.46 -1116.46
45100 280400 126.772 64.1739 1.17498 38.361 38.361 38.361 -731.129 377.505 -1108.63 -1108.63
45125 280500 135.815 61.3593 1.17281 38.3846 38.3846 38.3846 -706.28 404.434 -1110.71 -1110.71
45150 280600 130.102 122.081 1.17414 38.3702 38.3702 38.3702 -709.532 387.421 -1096.95 -1096.95
45175 280700 130.401 75.6406 1.17448 38.3665 38.3665 38.3665 -717.975 388.312 -1106.29 -1106.29
45200 280800 127.967 42.7447 1.17699 38.3392 38.3392 38.3392 -732.828 381.062 -1113.89 -1113.89
45225 280900 121.867 62.5635 1.18517 38.2508 38.2508 38.2508 -755.357 362.9 -1118.26 -1118.26
45250 281000 128.665 124.332 1.19692 38.1251 38.1251 38.1251 -742.246 383.143 -1125.39 -1125.39
45275 281100 132.373 166.045 1.2053 38.0366 38.0366 38.0366 -733.692 394.185 -1127.88 -1127.88
45300 281200 131.871 129.004 1.20685 38.0203 38.0203 38.0203 -741.921 392.689 -1134.61 -1134.61
45325 281300 128.837 82.3061 1.20526 38.0371 38.0371 38.0371 -755.483 383.655 -1139.14 -1139.14
45350 281400 128.309 71.7254 1.20509 38.0389 38.0389 38.0389 -758.028 382.082 -1140.11 -1140.11
45375 281500 131.204 81.7583 1.20806 38.0076 38.0076 38.0076 -752.946 390.702 -1143.65 -1143.65
45400 281600 133.477 121.538 1.21289 37.9572 37.9572 37.9572 -746.429 397.471 -1143.9 -1143.9
45425 281700 130.982 149.424 1.21544 37.9306 37.9306 37.9306 -750.241 390.042 -1140.28 -1140.28
45450 281800 128.435 101.827 1.21306 37.9553 37.9553 37.9553 -762.217 382.459 -1144.68 -1144.68
45475 281900 126.268 83.3453 1.21004 37.9869 37.9869 37.9869 -766.412 376.005 -1142.42 -1142.42
45500 282000 131.537 86.7328 1.20882 37.9996 37.9996 37.9996 -750.42 391.694 -1142.11 -1142.11
45525 282100 131.968 141.296 1.20809 38.0073 38.0073 38.0073 -737.952 392.979 -1130.93 -1130.93
45550 282200 131.098 117.5 1.20381 38.0523 38.0523 38.0523 -741.851 390.388 -1132.24 -1132.24
45575 282300 122.186 75.2557 1.19729 38.1213 38.1213 38.1213 -765.536 363.849 -1129.39 -1129.39
45600 282400 123.075 47.7888 1.19292 38.1677 38.1677 38.1677 -762.681 366.495 -1129.18 -1129.18
45625 282500 131.675 59.057 1.19362 38.1603 38.1603 38.1603 -739.21 392.107 -1131.32 -1131.32
45650 282600 133.023 68.1846 1.19902 38.1029 38.1029 38.1029 -741.814 396.121 -1137.93 -1137.93
45675 282700 127.111 130.502 1.20794 38.0089 38.0089 38.0089 -757.768 378.515 -1136.28 -1136.28
45700 282800 129.235 140.603 1.21471 37.9382 37.9382 37.9382 -760.233 384.839 -1145.07 -1145.07
45725 282900 133.834 122.469 1.21713 37.9129 37.9129 37.9129 -754.945 398.536 -1153.48 -1153.48
45750 283000 129.97 93.6833 1.21728 37.9115 37.9115 37.9115 -771.086 387.028 -1158.11 -1158.11
45775 283100 124.116 105.535 1.21762 37.9079 37.9079 37.9079 -784.872 369.597 -1154.47 -1154.47
45800 283200 127.578 144.005 1.21698 37.9145 37.9145 37.9145 -767.737 379.905 -1147.64 -1147.64
45825 283300 130.938 134.487 1.21167 37.9699 37.9699 37.9699 -754.114 389.911 -1144.02 -1144.02
45850 283400 131.682 65.5969 1.20136 38.0782 38.0782 38.0782 -751.934 392.125 -1144.06 -1144.06
45875 283500 127.346 33.4374 1.19247 38.1725 38.1725 38.1725 -756.323 379.215 -1135.54 -1135.54
45900 283600 128.39 26.923 1.19009 38.198 38.198 38.198 -751.54 382.324 -1133.86 -1133.86
45925 283700 133.327 110.426 1.19522 38.1432 38.1432 38.1432 -729.581 397.024 -1126.6 -1126.6
45950 283800 133.558 153.998 1.20097 38.0823 38.0823 38.0823 -728.384 397.714 -1126.1 -1126.1
45975 283900 128.241 113.803 1.20226 38.0687 38.0687 38.0687 -750.168 381.878 -1132.05 -1132.05
46000 284000 128.751 67.8388 1.20229 38.0683 38.0683 38.0683 -757.221 383.397 -1140.62 -1140.62
46025 284100 129.012 101.057 1.20514 38.0383 38.0383 38.0383 -754.06 384.176 -1138.24 -1138.24
46050 284200 130.856 143.9 1.2083 38.0051 38.0051 38.0051 -746.24 389.668 -1135.91 -1135.91
46075 284300 132.538 161.49 1.20696 38.0191 38.0191 38.0191 -737.627 394.676 -1132.3 -1132.3
46100 284400 132.939 150.97 1.19823 38.1113 38.1113 38.1113 -727.967 395.87 -1123.84 -1123.84
46125 284500 131.614 79.8423 1.18299 38.2743 38.2743 38.2743 -726.015 391.923 -1117.94 -1117.94
46150 284600 124.287 55.4294 1.16893 38.4271 38.4271 38.4271 -731.234 370.106 -1101.34 -1101.34
46175 284700 130.592 28.1222 1.16011 38.5242 38.5242 38.5242 -710.005 388.88 -1098.89 -1098.89
46200 284800 132.196 49.0544 1.15892 38.5374 38.5374 38.5374 -701.238 393.657 -1094.9 -1094.9
46225 284900 128.382 107.057 1.16306 38.4916 38.4916 38.4916 -705.165 382.3 -1087.46 -1087.46
46250 285000 131.524 90.7422 1.1676 38.4416 38.4416 38.4416 -706.131 391.657 -1097.79 -1097.79
46275 285100 126.231 103.473 1.17286 38.3842 38.3842 38.3842 -722.355 375.893 -1098.25 -1098.25
46300 285200 127.526 77.5502 1.17819 38.3261 38.3261 38.3261 -729.127 379.75 -1108.88 -1108.88
46325 285300 134.614 64.863 1.18624 38.2392 38.2392 38.2392 -722.884 400.859 -1123.74 -1123.74
46350 285400 128.013 138.032 1.19707 38.1236 38.1236 38.1236 -738.212 381.2 -1119.41 -1119.41
46375 285500 127.045 129.516 1.2049 38.0409 38.0409 38.0409 -752.656 378.318 -1130.97 -1130.97
46400 285600 127.77 170.304 1.20854 38.0026 38.0026 38.0026 -746.734 380.478 -1127.21 -1127.21
46425 285700 136.472 137.701 1.20548 38.0347 38.0347 38.0347 -728.373 406.391 -1134.76 -1134.76
46450 285800 128.19 124.395 1.19764 38.1175 38.1175 38.1175 -742.954 381.728 -1124.68 -1124.68
46475 285900 124.415 -0.141939 1.18853 38.2147 38.2147 38.2147 -765.495 370.487 -1135.98 -1135.98
46500 286000 128.884 -3.38279 1.18927 38.2068 38.2068 38.2068 -755.778 383.795 -1139.57 -1139.57
46525 286100 129.148 136.881 1.20016 38.0908 38.0908 38.0908 -743.485 384.58 -1128.06 -1128.06
46550 286200 130.16 251.546 1.20674 38.0214 38.0214 38.0214 -728.472 387.594 -1116.07 -1116.07
46575 286300 132.315 186.784 1.1983 38.1105 38.1105 38.1105 -722.937 394.01 -1116.95 -1116.95
46600 286400 130.879 51.4043 1.18192 38.2858 38.2858 38.2858 -729.139 389.737 -1118.88 -1118.88
46625 286500 129.404 -14.1401 1.17158 38.3981 38.3981 38.3981 -731.641 385.342 -1116.98 -1116.98
46650 286600 126.941 48.8318 1.17336 38.3787 38.3787 38.3787 -728.98 378.009 -1106.99 -1106.99
46675 286700 132.499 142.3 1.17993 38.3073 38.3073 38.3073 -706.715 394.56 -1101.27 -1101.27
46700 286800 135.541 138.718 1.18168 38.2884 38.2884 38.2884 -700.61 403.618 -1104.23 -1104.23
46725 286900 134.285 49.4475 1.1802 38.3043 38.3043 38.3043 -718.24 399.879 -1118.12 -1118.12
46750 287000 128.665 63.832 1.18325 38.2715 38.2715 38.2715 -734.684 383.142 -1117.83 -1117.83
46775 287100 130.283 77.8999 1.1901 38.1978 38.1978 38.1978 -739.842 387.961 -1127.8 -1127.8
46800 287200 127.341 156.934 1.19726 38.1216 38.1216 38.1216 -741.448 379.2 -1120.65 -1120.65
46825 287300 134.774 154.326 1.19833 38.1102 38.1102 38.1102 -725.199 401.333 -1126.53 -1126.53
46850 287400 133.148 156.764 1.19368 38.1596 38.1596 38.1596 -723.75 396.493 -1120.24 -1120.24
46875 287500 123.937 122.799 1.18392 38.2642 38.2642 38.2642 -741.265 369.064 -1110.33 -1110.33
46900 287600 130.554 36.6579 1.17347 38.3775 38.3775 38.3775 -728.209 388.768 -1116.98 -1116.98
46925 287700 134.346 46.1991 1.17013 38.414 38.414 38.414 -713.592 400.059 -1113.65 -1113.65
46950 287800 130.744 94.6286 1.17241 38.389 38.389 38.389 -718.34 389.335 -1107.67 -1107.67
46975 287900 126.44 160.829 1.17465 38.3646 38.3646 38.3646 -720.141 376.518 -1096.66 -1096.66
47000 288000 131.12 154.118 1.17093 38.4052 38.4052 38.4052 -705.272 390.452 -1095.72 -1095.72
47025 288100 132.645 116.848 1.16213 38.5019 38.5019 38.5019 -696.44 394.993 -1091.43 -1091.43
47050 288200 128.412 72.7155 1.1528 38.6054 38.6054 38.6054 -703.584 382.388 -1085.97 -1085.97
47075 288300 124.132 35.5743 1.14735 38.6665 38.6665 38.6665 -714.483 369.645 -1084.13 -1084.13
47100 288400 128.068 31.484 1.14915 38.6463 38.6463 38.6463 -706.601 381.365 -1087.97 -1087.97
47125 288500 136.172 69.2447 1.1576 38.552 38.552 38.552 -688.318 405.498 -1093.82 -1093.82
47150 288600 129.854 152.638 1.16778 38.4397 38.4397 38.4397 -700.262 386.684 -1086.95 -1086.95
47175 288700 128.351 146.82 1.17242 38.389 38.389 38.389 -710.909 382.208 -1093.12 -1093.12
47200 288800 130.935 99.3346 1.17212 38.3922 38.3922 38.3922 -712.544 389.903 -1102.45 -1102.45
47225 288900 128.016 94.5973 1.17129 38.4013 38.4013 38.4013 -718.807 381.209 -1100.02 -1100.02
47250 289000 125.42 48.3163 1.1715 38.3989 38.3989 38.3989 -734.19 373.48 -1107.67 -1107.67
47275 289100 125.238 95.832 1.17627 38.3469 38.3469 38.3469 -730.634 372.937 -1103.57 -1103.57
47300 289200 133.725 133.829 1.18132 38.2923 38.2923 38.2923 -706.934 398.21 -1105.14 -1105.14
47325 289300 134.265 106.051 1.18338 38.27 38.27 38.27 -713.146 399.817 -1112.96 -1112.96
47350 289400 127.582 108.962 1.18459 38.257 38.257 38.257 -730.253 379.918 -1110.17 -1110.17
47375 289500 130.14 74.936 1.18568 38.2453 38.2453 38.2453 -732.11 387.535 -1119.65 -1119.65
47400 289600 127.21 145.025 1.18819 38.2184 38.2184 38.2184 -729 378.809 -1107.81 -1107.81
47425 289700 137.302 140.458 1.18665 38.2349 38.2349 38.2349 -702.861 408.861 -1111.72 -1111.72
47450 289800 136.112 71.5229 1.1809 38.2969 38.2969 38.2969 -710.406 405.319 -1115.73 -1115.73
47475 289900 130.588 21.3601 1.17804 38.3278 38.3278 38.3278 -728.731 388.87 -1117.6 -1117.6
47500 290000 127.75 65.3757 1.18341 38.2697 38.2697 38.2697 -734.783 380.419 -1115.2 -1115.2
47525 290100 129.846 147.855 1.1926 38.1712 38.1712 38.1712 -728.098 386.66 -1114.76 -1114.76
47550 290200 135.78 172.801 1.19701 38.1243 38.1243 38.1243 -714.96 404.329 -1119.29 -1119.29
47575 290300 131.805 110.353 1.19422 38.1539 38.1539 38.1539 -733.344 392.493 -1125.84 -1125.84
47600 290400 124.76 94.8731 1.18934 38.206 38.206 38.206 -747.904 371.514 -1119.42 -1119.42
47625 290500 129.302 80.6762 1.18501 38.2525 38.2525 38.2525 -733.586 385.038 -1118.62 -1118.62
47650 290600 133.516 70.1177 1.18258 38.2786 38.2786 38.2786 -720.522 397.587 -1118.11 -1118.11
47675 290700 130.179 84.0191 1.18323 38.2716 38.2716 38.2716 -727.83 387.651 -1115.48 -1115.48
47700 290800 124.285 125.605 1.18554 38.2467 38.2467 38.2467 -739.085 370.099 -1109.18 -1109.18
47725 290900 134.345 137.263 1.18528 38.2496 38.2496 38.2496 -712.262 400.058 -1112.32 -1112.32
47750 291000 133.965 138.592 1.18074 38.2985 38.2985 38.2985 -707.054 398.926 -1105.98 -1105.98
47775 291100 128.438 66.8693 1.17203 38.3932 38.3932 38.3932 -722.405 382.467 -1104.87 -1104.87
47800 291200 128.408 -8.27845 1.16662 38.4524 38.4524 38.4524 -729.376 382.376 -1111.75 -1111.75
47825 291300 128.407 35.5355 1.17231 38.3901 38.3901 38.3901 -728.105 382.373 -1110.48 -1110.48
47850 291400 136.677 127.746 1.18534 38.2489 38.2489 38.2489 -706.61 407.001 -1113.61 -1113.61
47875 291500 136.024 160.996 1.19662 38.1284 38.1284 38.1284 -715.713 405.056 -1120.77 -1120.77
47900 291600 128.403 176.019 1.2013 38.0788 38.0788 38.0788 -735.78 382.361 -1118.14 -1118.14
47925 291700 130.154 105.383 1.1983 38.1105 38.1105 38.1105 -737.027 387.576 -1124.6 -1124.6
47950 291800 132.549 14.818 1.19482 38.1475 38.1475 38.1475 -740.515 394.71 -1135.22 -1135.22
47975 291900 125.237 37.9664 1.19988 38.0938 38.0938 38.0938 -760.999 372.933 -1133.93 -1133.93
48000 292000 127.003 117.159 1.21197 37.9667 37.9667 37.9667 -758.459 378.194 -1136.65 -1136.65
48025 292100 134.117 184.055 1.22291 37.8532 37.8532 37.8532 -743.032 399.376 -1142.41 -1142.41
48050 292200 132.013 205.544 1.22489 37.8328 37.8328 37.8328 -747.086 393.111 -1140.2 -1140.2
48075 292300 128.831 143.095 1.21568 37.928 37.928 37.928 -754.136 383.637 -1137.77 -1137.77
48100 292400 130.146 27.8709 1.20221 38.0692 38.0692 38.0692 -755.36 387.552 -1142.91 -1142.91
48125 292500 128.146 30.9483 1.19545 38.1408 38.1408 38.1408 -751.958 381.596 -1133.55 -1133.55
48150 292600 133.008 91.107 1.19586 38.1364 38.1364 38.1364 -730.376 396.075 -1126.45 -1126.45
48175 292700 134.058 127.851 1.19737 38.1204 38.1204 38.1204 -723.96 399.201 -1123.16 -1123.16
48200 292800 129.381 111.295 1.19637 38.131 38.131 38.131 -739.538 385.273 -1124.81 -1124.81
48225 292900 128.578 79.9208 1.19413 38.1548 38.1548 38.1548 -747.366 382.885 -1130.25 -1130.25
48250 293000 128.495 89.5523 1.1935 38.1616 38.1616 38.1616 -744.991 382.635 -1127.63 -1127.63
48275 293100 128.946 109.123 1.19399 38.1564 38.1564 38.1564 -739.86 383.979 -1123.84 -1123.84
48300 293200 131.789 99.0031 1.19383 38.158 38.158 38.158 -734.259 392.444 -1126.7 -1126.7
48325 293300 130.623 83.7894 1.19376 38.1587 38.1587 38.1587 -739.367 388.974 -1128.34 -1128.34
48350 293400 119.796 106.752 1.19486 38.147 38.147 38.147 -761.077 356.733 -1117.81 -1117.81
48375 293500 130.503 65.8644 1.19645 38.1302 38.1302 38.1302 -743.334 388.616 -1131.95 -1131.95
48400 293600 130.178 160.371 1.20102 38.0818 38.0818 38.0818 -732.323 387.647 -1119.97 -1119.97
48425 293700 128.363 202.936 1.19979 38.0948 38.0948 38.0948 -727.719 382.244 -1109.96 -1109.96
48450 293800 133.782 94.0449 1.1869 38.2322 38.2322 38.2322 -717.259 398.381 -1115.64 -1115.64
48475 293900 130.036 -1.2797 1.17231 38.3901 38.3901 38.3901 -725.897 387.225 -1113.12 -1113.12
48500 294000 121.152 -21.3993 1.16741 38.4438 38.4438 38.4438 -747.067 360.771 -1107.84 -1107.84
48525 294100 129.519 11.9844 1.1758 38.3521 38.3521 38.3521 -732.162 385.686 -1117.85 -1117.85
48550 294200 131.136 150.463 1.19427 38.1533 38.1533 38.1533 -727.11 390.501 -1117.61 -1117.61
48575 294300 130.648 251.804 1.20832 38.0049 38.0049 38.0049 -729.064 389.047 -1118.11 -1118.11
48600 294400 129.942 186.783 1.20677 38.0212 38.0212 38.0212 -740.417 386.945 -1127.36 -1127.36
48625 294500 123.621 79.5618 1.19597 38.1353 38.1353 38.1353 -761.801 368.121 -1129.92 -1129.92
48650 294600 125.76 42.3295 1.18732 38.2277 38.2277 38.2277 -751.996 374.492 -1126.49 -1126.49
48675 294700 129.992 68.8832 1.1844 38.2591 38.2591 38.2591 -732.467 387.093 -1119.56 -1119.56
48700 294800 128.82 110.1 1.18456 38.2573 38.2573 38.2573 -727.748 383.604 -1111.35 -1111.35
48725 294900 133.421 89.9817 1.18465 38.2564 38.2564 38.2564 -720.866 397.305 -1118.17 -1118.17
48750 295000 128.062 123.606 1.18504 38.2522 38.2522 38.2522 -728.456 381.348 -1109.8 -1109.8
48775 295100 125.781 112.04 1.18327 38.2713 38.2713 38.2713 -734.47 374.555 -1109.02 -1109.02
48800 295200 134.789 75.4784 1.18034 38.3028 38.3028 38.3028 -714.28 401.378 -1115.66 -1115.66
48825 295300 133.046 105.042 1.17933 38.3138 38.3138 38.3138 -711.242 396.187 -1107.43 -1107.43
48850 295400 126.692 92.5729 1.17868 38.3208 38.3208 38.3208 -731.663 377.268 -1108.93 -1108.93
48875 295500 126.119 94.4984 1.17851 38.3226 38.3226 38.3226 -734.735 375.562 -1110.3 -1110.3
48900 295600 126.644 134.112 1.17824 38.3256 38.3256 38.3256 -725.972 377.125 -1103.1 -1103.1
48925 295700 130.234 129.912 1.17443 38.367 38.367 38.367 -711.759 387.815 -1099.57 -1099.57
48950 295800 133.896 61.3569 1.16744 38.4434 38.4434 38.4434 -704.702 398.718 -1103.42 -1103.42
48975 295900 128.453 34.4697 1.16363 38.4854 38.4854 38.4854 -718.27 382.51 -1100.78 -1100.78
49000 296000 123.8 62.9077 1.16628 38.4562 38.4562 38.4562 -729.063 368.655 -1097.72 -1097.72
49025 296100 135.698 108.567 1.17398 38.3719 38.3719 38.3719 -701.656 404.085 -1105.74 -1105.74
49050 296200 136.337 163.881 1.18179 38.2872 38.2872 38.2872 -700.719 405.988 -1106.71 -1106.71
49075 296300 130.875 145.454 1.18388 38.2646 38.2646 38.2646 -721.575 389.723 -1111.3 -1111.3
49100 296400 129.914 78.7501 1.18126 38.2929 38.2929 38.2929 -732.729 386.862 -1119.59 -1119.59
49125 296500 128.978 41.2657 1.18015 38.3049 38.3049 38.3049 -739.642 384.074 -1123.72 -1123.72
49150 296600 129.489 52.0971 1.18535 38.2488 38.2488 38.2488 -742.408 385.596 -1128 -1128
49175 296700 131.796 79.1154 1.1978 38.1159 38.1159 38.1159 -748.711 392.466 -1141.18 -1141.18
49200 296800 125.803 188.418 1.21411 37.9444 37.9444 37.9444 -765.15 374.619 -1139.77 -1139.77
49225 296900 128.621 232.221 1.22328 37.8493 37.8493 37.8493 -762.83 383.01 -1145.84 -1145.84
49250 297000 131.33 230.735 1.21831 37.9007 37.9007 37.9007 -747.374 391.078 -1138.45 -1138.45
49275 297100 135.084 107.456 1.19926 38.1004 38.1004 38.1004 -733.56 402.257 -1135.82 -1135.82
49300 297200 126.217 14.4143 1.17904 38.3169 38.3169 38.3169 -746.494 375.854 -1122.35 -1122.35
49325 297300 119.94 -41.8557 1.16956 38.4202 38.4202 38.4202 -762.953 357.162 -1120.12 -1120.12
49350 297400 126.51 50.9856 1.17454 38.3658 38.3658 38.3658 -737.456 376.726 -1114.18 -1114.18
49375 297500 128.829 175.14 1.18421 38.2611 38.2611 38.2611 -722.592 383.629 -1106.22 -1106.22
49400 297600 135.113 167.027 1.18658 38.2356 38.2356 38.2356 -712.31 402.344 -1114.65 -1114.65
49425 297700 128.514 138.665 1.1816 38.2892 38.2892 38.2892 -727.844 382.694 -1110.54 -1110.54
