# Time-averaged data for fix 3
tstep t T P density a b c Etot Eke Epe Epair
25225 200900 126.727 48.3739 1.19269 38.1702 38.1702 38.1702 -757.885 377.372 -1135.26 -1135.26
25250 201000 123.082 107.788 1.19668 38.1277 38.1277 38.1277 -761.184 366.516 -1127.7 -1127.7
25275 201100 129.902 148.183 1.20011 38.0914 38.0914 38.0914 -742.897 386.825 -1129.72 -1129.72
25300 201200 129.817 181.063 1.19791 38.1147 38.1147 38.1147 -734.774 386.573 -1121.35 -1121.35
25325 201300 131.466 120.135 1.18775 38.223 38.223 38.223 -728.616 391.483 -1120.1 -1120.1
25350 201400 132.763 44.7262 1.17602 38.3497 38.3497 38.3497 -725.744 395.345 -1121.09 -1121.09
25375 201500 125.687 21.8864 1.17057 38.4092 38.4092 38.4092 -742.254 374.275 -1116.53 -1116.53
25400 201600 126.163 19.5395 1.17378 38.3741 38.3741 38.3741 -745.164 375.692 -1120.86 -1120.86
25425 201700 135.122 65.0054 1.18456 38.2574 38.2574 38.2574 -725.111 402.371 -1127.48 -1127.48
25450 201800 134.956 113.231 1.19742 38.1199 38.1199 38.1199 -731.262 401.875 -1133.14 -1133.14
25475 201900 128.598 173.001 1.206 38.0293 38.0293 38.0293 -746.007 382.941 -1128.95 -1128.95
25500 202000 129.439 163.185 1.2059 38.0303 38.0303 38.0303 -745.036 385.447 -1130.48 -1130.48
25525 202100 131.077 117.222 1.20008 38.0917 38.0917 38.0917 -740.026 390.326 -1130.35 -1130.35
25550 202200 132.648 64.7099 1.19474 38.1483 38.1483 38.1483 -738.213 395.004 -1133.22 -1133.22
25575 202300 125.443 69.745 1.1937 38.1594 38.1594 38.1594 -754.679 373.547 -1128.23 -1128.23
25600 202400 125.838 83.4738 1.19594 38.1356 38.1356 38.1356 -756.36 374.724 -1131.08 -1131.08
25625 202500 132.282 154.114 1.19887 38.1045 38.1045 38.1045 -732.063 393.912 -1125.98 -1125.98
25650 202600 133.811 139.081 1.1966 38.1286 38.1286 38.1286 -728.37 398.465 -1126.84 -1126.84
25675 202700 128.489 103.39 1.19032 38.1955 38.1955 38.1955 -739.257 382.618 -1121.87 -1121.87
25700 202800 130.102 33.9996 1.18493 38.2533 38.2533 38.2533 -741.671 387.423 -1129.09 -1129.09
25725 202900 129.386 54.7882 1.18585 38.2435 38.2435 38.2435 -740.474 385.289 -1125.76 -1125.76
25750 203000 134.455 106.863 1.19158 38.182 38.182 38.182 -726.179 400.384 -1126.56 -1126.56
25775 203100 131.987 191.436 1.19592 38.1358 38.1358 38.1358 -722.291 393.035 -1115.33 -1115.33
25800 203200 128.773 139.19 1.19143 38.1836 38.1836 38.1836 -734.358 383.463 -1117.82 -1117.82
25825 203300 128.703 18.0862 1.18385 38.265 38.265 38.265 -747.797 383.255 -1131.05 -1131.05
25850 203400 123.739 41.7119 1.18394 38.264 38.264 38.264 -755.516 368.473 -1123.99 -1123.99
25875 203500 132.754 109.655 1.1899 38.2 38.2 38.2 -726.897 395.318 -1122.22 -1122.22
25900 203600 133.757 142.678 1.19515 38.144 38.144 38.144 -724.559 398.306 -1122.87 -1122.87
25925 203700 129.979 116.104 1.19618 38.133 38.133 38.133 -740.814 387.054 -1127.87 -1127.87
25950 203800 126.411 106.538 1.19461 38.1498 38.1498 38.1498 -748.371 376.432 -1124.8 -1124.8
25975 203900 130.791 95.3524 1.19219 38.1755 38.1755 38.1755 -735.429 389.473 -1124.9 -1124.9
26000 204000 135.166 108.756 1.19012 38.1976 38.1976 38.1976 -720.078 402.501 -1122.58 -1122.58
26025 204100 128.458 77.2926 1.18735 38.2273 38.2273 38.2273 -740.007 382.526 -1122.53 -1122.53
26050 204200 123.569 51.5229 1.18701 38.231 38.231 38.231 -756.961 367.967 -1124.93 -1124.93
26075 204300 127.424 131.957 1.1909 38.1893 38.1893 38.1893 -736.654 379.447 -1116.1 -1116.1
26100 204400 134.012 131.32 1.19251 38.1721 38.1721 38.1721 -723.173 399.065 -1122.24 -1122.24
26125 204500 129.975 117.745 1.19054 38.1932 38.1932 38.1932 -732.539 387.044 -1119.58 -1119.58
26150 204600 124.834 96.8127 1.18653 38.2362 38.2362 38.2362 -743.783 371.735 -1115.52 -1115.52
26175 204700 131.546 83.7483 1.18248 38.2797 38.2797 38.2797 -725.191 391.722 -1116.91 -1116.91
26200 204800 133.259 113.331 1.17939 38.3132 38.3132 38.3132 -713.236 396.821 -1110.06 -1110.06
26225 204900 127.304 140.277 1.17436 38.3678 38.3678 38.3678 -718.268 379.091 -1097.36 -1097.36
26250 205000 128.521 101.516 1.16486 38.4718 38.4718 38.4718 -709.505 382.715 -1092.22 -1092.22
26275 205100 133.088 70.2182 1.15433 38.5884 38.5884 38.5884 -689.876 396.312 -1086.19 -1086.19
26300 205200 131.079 54.2909 1.14623 38.6791 38.6791 38.6791 -687.9 390.331 -1078.23 -1078.23
26325 205300 130.892 23.7499 1.14313 38.714 38.714 38.714 -690.735 389.773 -1080.51 -1080.51
26350 205400 130.822 33.0897 1.14811 38.658 38.658 38.658 -695.122 389.567 -1084.69 -1084.69
26375 205500 129.291 88.4322 1.16122 38.512 38.512 38.512 -705.956 385.007 -1090.96 -1090.96
26400 205600 125.503 163.167 1.17658 38.3436 38.3436 38.3436 -721.672 373.725 -1095.4 -1095.4
26425 205700 126.371 168.722 1.1858 38.244 38.244 38.244 -728.653 376.31 -1104.96 -1104.96
26450 205800 132.248 124.092 1.18804 38.22 38.22 38.22 -722.907 393.812 -1116.72 -1116.72
26475 205900 130.443 126.537 1.18714 38.2296 38.2296 38.2296 -723.537 388.436 -1111.97 -1111.97
26500 206000 127.834 90.2629 1.18359 38.2677 38.2677 38.2677 -729.641 380.669 -1110.31 -1110.31
26525 206100 131.094 36.6264 1.18139 38.2915 38.2915 38.2915 -728.625 390.376 -1119 -1119
26550 206200 129.795 77.9254 1.18523 38.2501 38.2501 38.2501 -730.642 386.507 -1117.15 -1117.15
26575 206300 128.966 122.794 1.1919 38.1786 38.1786 38.1786 -735.302 384.038 -1119.34 -1119.34
26600 206400 127.198 166.755 1.19626 38.1321 38.1321 38.1321 -736.486 378.775 -1115.26 -1115.26
26625 206500 135.193 114.664 1.19446 38.1513 38.1513 38.1513 -723.732 402.581 -1126.31 -1126.31
26650 206600 130.426 106.614 1.18996 38.1993 38.1993 38.1993 -730.417 388.388 -1118.81 -1118.81
26675 206700 125.43 51.357 1.18479 38.2548 38.2548 38.2548 -746.797 373.509 -1120.31 -1120.31
26700 206800 129.039 49.7517 1.18383 38.2652 38.2652 38.2652 -737.451 384.256 -1121.71 -1121.71
26725 206900 135.74 136.452 1.18802 38.2202 38.2202 38.2202 -711.279 404.211 -1115.49 -1115.49
26750 207000 130.35 199.238 1.18859 38.214 38.214 38.214 -713.78 388.159 -1101.94 -1101.94
26775 207100 131.901 87.0941 1.17928 38.3143 38.3143 38.3143 -720.418 392.779 -1113.2 -1113.2
26800 207200 127.356 20.3891 1.16914 38.4248 38.4248 38.4248 -733.432 379.244 -1112.68 -1112.68
26825 207300 123.651 71.8605 1.16537 38.4662 38.4662 38.4662 -729.204 368.213 -1097.42 -1097.42
26850 207400 132.637 86.5838 1.16478 38.4726 38.4726 38.4726 -704.36 394.971 -1099.33 -1099.33
26875 207500 132.12 74.2616 1.16573 38.4622 38.4622 38.4622 -708.548 393.43 -1101.98 -1101.98
26900 207600 128.084 70.755 1.16969 38.4187 38.4187 38.4187 -722.525 381.413 -1103.94 -1103.94
26925 207700 128.846 74.5752 1.17811 38.327 38.327 38.327 -729.602 383.681 -1113.28 -1113.28
26950 207800 129.016 129.11 1.19073 38.1911 38.1911 38.1911 -734.623 384.188 -1118.81 -1118.81
26975 207900 125.534 201.789 1.20106 38.0814 38.0814 38.0814 -741.291 373.82 -1115.11 -1115.11
27000 208000 133.261 154.694 1.20189 38.0726 38.0726 38.0726 -730.933 396.829 -1127.76 -1127.76
27025 208100 133.141 125.813 1.19599 38.135 38.135 38.135 -729.301 396.47 -1125.77 -1125.77
27050 208200 123.591 98.3519 1.18653 38.2361 38.2361 38.2361 -746.591 368.034 -1114.63 -1114.63
27075 208300 128.614 28.5416 1.17769 38.3316 38.3316 38.3316 -736.846 382.99 -1119.84 -1119.84
27100 208400 133.615 69.7804 1.17531 38.3574 38.3574 38.3574 -715.705 397.883 -1113.59 -1113.59
27125 208500 127.395 159.961 1.17594 38.3506 38.3506 38.3506 -718.692 379.359 -1098.05 -1098.05
27150 208600 127.341 176.541 1.17065 38.4083 38.4083 38.4083 -710.119 379.199 -1089.32 -1089.32
27175 208700 133.58 76.4363 1.15749 38.5533 38.5533 38.5533 -696.024 397.78 -1093.8 -1093.8
27200 208800 131.191 1.91387 1.14661 38.6748 38.6748 38.6748 -701.803 390.666 -1092.47 -1092.47
27225 208900 129.732 -15.2738 1.14648 38.6763 38.6763 38.6763 -709.017 386.321 -1095.34 -1095.34
27250 209000 130.177 40.1936 1.15855 38.5415 38.5415 38.5415 -713.281 387.646 -1100.93 -1100.93
27275 209100 127.08 156.293 1.17611 38.3487 38.3487 38.3487 -722.277 378.423 -1100.7 -1100.7
27300 209200 123.776 195.856 1.18687 38.2324 38.2324 38.2324 -736.67 368.584 -1105.25 -1105.25
27325 209300 132.377 132.539 1.1873 38.2278 38.2278 38.2278 -725.036 394.197 -1119.23 -1119.23
27350 209400 134.478 94.9531 1.18391 38.2643 38.2643 38.2643 -719.597 400.453 -1120.05 -1120.05
27375 209500 124.748 80.4529 1.18133 38.2922 38.2922 38.2922 -742.225 371.477 -1113.7 -1113.7
27400 209600 126.089 65.4538 1.18103 38.2954 38.2954 38.2954 -741.156 375.472 -1116.63 -1116.63
27425 209700 131.135 68.4996 1.18417 38.2616 38.2616 38.2616 -731.42 390.499 -1121.92 -1121.92
27450 209800 131.662 92.5266 1.19025 38.1963 38.1963 38.1963 -732.679 392.068 -1124.75 -1124.75
27475 209900 128.464 128.187 1.19663 38.1282 38.1282 38.1282 -742.299 382.544 -1124.84 -1124.84
27500 210000 126.465 137.614 1.19995 38.093 38.093 38.093 -750.972 376.593 -1127.56 -1127.56
27525 210100 127.499 147.863 1.19883 38.1049 38.1049 38.1049 -743.695 379.67 -1123.36 -1123.36
27550 210200 135.391 110.288 1.19309 38.1659 38.1659 38.1659 -722.695 403.171 -1125.87 -1125.87
27575 210300 129.932 90.0715 1.18623 38.2393 38.2393 38.2393 -732.007 386.915 -1118.92 -1118.92
27600 210400 124.918 79.1552 1.18039 38.3023 38.3023 38.3023 -739.342 371.984 -1111.33 -1111.33
27625 210500 134.702 33.3063 1.17765 38.332 38.332 38.332 -720.734 401.12 -1121.85 -1121.85
27650 210600 131.436 121.511 1.18073 38.2986 38.2986 38.2986 -714.432 391.394 -1105.83 -1105.83
27675 210700 127.82 78.8276 1.18343 38.2695 38.2695 38.2695 -736.759 380.626 -1117.39 -1117.39
27700 210800 125.097 92.7204 1.18741 38.2266 38.2266 38.2266 -747.591 372.518 -1120.11 -1120.11
27725 210900 131.261 132.831 1.19201 38.1775 38.1775 38.1775 -732.056 390.872 -1122.93 -1122.93
27750 211000 133.458 160.097 1.19293 38.1676 38.1676 38.1676 -722.814 397.414 -1120.23 -1120.23
27775 211100 128.728 128.181 1.18745 38.2262 38.2262 38.2262 -734.513 383.329 -1117.84 -1117.84
27800 211200 121.468 68.4284 1.17908 38.3165 38.3165 38.3165 -754.267 361.712 -1115.98 -1115.98
27825 211300 127.489 69.6556 1.17372 38.3747 38.3747 38.3747 -732.806 379.639 -1112.45 -1112.45
27850 211400 130.775 98.5017 1.17137 38.4003 38.4003 38.4003 -715.834 389.426 -1105.26 -1105.26
27875 211500 131.692 81.1201 1.16958 38.42 38.42 38.42 -713.235 392.155 -1105.39 -1105.39
27900 211600 130.224 54.6581 1.16985 38.417 38.417 38.417 -720.539 387.786 -1108.33 -1108.33
27925 211700 126.056 70.7939 1.17512 38.3595 38.3595 38.3595 -733.302 375.372 -1108.67 -1108.67
27950 211800 128.757 122.047 1.18402 38.2632 38.2632 38.2632 -727.048 383.418 -1110.47 -1110.47
27975 211900 135.984 182.952 1.19135 38.1845 38.1845 38.1845 -706.644 404.937 -1111.58 -1111.58
28000 212000 131.9 175.185 1.1905 38.1936 38.1936 38.1936 -717.289 392.775 -1110.06 -1110.06
28025 212100 129.639 63.5007 1.18143 38.2911 38.2911 38.2911 -732.526 386.043 -1118.57 -1118.57
28050 212200 128.749 23.4364 1.17411 38.3705 38.3705 38.3705 -732.537 383.393 -1115.93 -1115.93
28075 212300 130.806 32.8611 1.17395 38.3723 38.3723 38.3723 -725.659 389.518 -1115.18 -1115.18
28100 212400 133.321 78.3233 1.18186 38.2864 38.2864 38.2864 -721.349 397.007 -1118.36 -1118.36
28125 212500 126.935 161.913 1.19348 38.1617 38.1617 38.1617 -736.988 377.992 -1114.98 -1114.98
28150 212600 127.434 146.001 1.20114 38.0805 38.0805 38.0805 -749.038 379.477 -1128.52 -1128.52
28175 212700 130.014 132.218 1.20463 38.0437 38.0437 38.0437 -749.554 387.159 -1136.71 -1136.71
28200 212800 128.753 154.035 1.20401 38.0502 38.0502 38.0502 -746.427 383.403 -1129.83 -1129.83
28225 212900 133.169 111.491 1.19776 38.1163 38.1163 38.1163 -734.614 396.555 -1131.17 -1131.17
28250 213000 129.282 92.5133 1.1889 38.2107 38.2107 38.2107 -735.313 384.98 -1120.29 -1120.29
28275 213100 131.249 0.143599 1.1806 38.3 38.3 38.3 -736.077 390.837 -1126.91 -1126.91
28300 213200 127.645 16.5053 1.18179 38.2872 38.2872 38.2872 -743.15 380.105 -1123.26 -1123.26
28325 213300 125.626 118.026 1.19236 38.1737 38.1737 38.1737 -744.337 374.093 -1118.43 -1118.43
28350 213400 134.456 197.071 1.20218 38.0695 38.0695 38.0695 -721.554 400.386 -1121.94 -1121.94
28375 213500 134.439 185.513 1.20252 38.0659 38.0659 38.0659 -725.151 400.335 -1125.49 -1125.49
28400 213600 128.342 112.709 1.19358 38.1607 38.1607 38.1607 -743.066 382.18 -1125.25 -1125.25
28425 213700 126.799 58.1794 1.18237 38.281 38.281 38.281 -741.824 377.586 -1119.41 -1119.41
28450 213800 129.764 40.2517 1.17475 38.3635 38.3635 38.3635 -727.159 386.415 -1113.57 -1113.57
28475 213900 133.396 25.6356 1.17368 38.3752 38.3752 38.3752 -720.321 397.23 -1117.55 -1117.55
28500 214000 129.16 86.0891 1.17986 38.308 38.308 38.308 -726.583 384.615 -1111.2 -1111.2
28525 214100 131.152 102.605 1.18881 38.2116 38.2116 38.2116 -730.073 390.547 -1120.62 -1120.62
28550 214200 128.71 155.307 1.19755 38.1184 38.1184 38.1184 -737.36 383.277 -1120.64 -1120.64
28575 214300 125.558 114.142 1.20113 38.0806 38.0806 38.0806 -756.453 373.891 -1130.34 -1130.34
28600 214400 125.424 43.0423 1.20314 38.0594 38.0594 38.0594 -771.318 373.491 -1144.81 -1144.81
28625 214500 132.397 64.6556 1.21088 37.9781 37.9781 37.9781 -760.094 394.256 -1154.35 -1154.35
28650 214600 130.458 203.121 1.22194 37.8632 37.8632 37.8632 -755.175 388.483 -1143.66 -1143.66
28675 214700 130.851 201.91 1.22333 37.8489 37.8489 37.8489 -757.518 389.653 -1147.17 -1147.17
28700 214800 127.936 101.287 1.21392 37.9463 37.9463 37.9463 -770.697 380.971 -1151.67 -1151.67
28725 214900 121.191 76.8464 1.20321 38.0586 38.0586 38.0586 -776.421 360.887 -1137.31 -1137.31
28750 215000 128.923 55.6733 1.19497 38.1459 38.1459 38.1459 -749.93 383.91 -1133.84 -1133.84
28775 215100 129.569 77.9497 1.19115 38.1866 38.1866 38.1866 -739.797 385.833 -1125.63 -1125.63
28800 215200 131.3 106.375 1.18947 38.2046 38.2046 38.2046 -728.646 390.988 -1119.63 -1119.63
28825 215300 133.188 100.336 1.18689 38.2323 38.2323 38.2323 -721.077 396.61 -1117.69 -1117.69
28850 215400 129.823 61.301 1.18441 38.259 38.259 38.259 -733.788 386.591 -1120.38 -1120.38
28875 215500 123.081 66.3655 1.18573 38.2448 38.2448 38.2448 -752.017 366.515 -1118.53 -1118.53
28900 215600 127.987 113.433 1.19068 38.1917 38.1917 38.1917 -737.43 381.125 -1118.55 -1118.55
28925 215700 133.554 111.985 1.19532 38.1421 38.1421 38.1421 -729.811 397.7 -1127.51 -1127.51
28950 215800 128.961 142.284 1.19877 38.1055 38.1055 38.1055 -739.75 384.023 -1123.77 -1123.77
28975 215900 128.534 113.314 1.19858 38.1076 38.1076 38.1076 -745.624 382.752 -1128.38 -1128.38
29000 216000 130.205 81.4646 1.19686 38.1258 38.1258 38.1258 -744.695 387.729 -1132.42 -1132.42
29025 216100 130.814 89.4096 1.19657 38.1288 38.1288 38.1288 -742.071 389.542 -1131.61 -1131.61
29050 216200 129.797 121.922 1.19722 38.1219 38.1219 38.1219 -740.386 386.513 -1126.9 -1126.9
29075 216300 129.145 135.265 1.1956 38.1392 38.1392 38.1392 -737.722 384.572 -1122.29 -1122.29
29100 216400 133.404 94.7091 1.18956 38.2037 38.2037 38.2037 -727.032 397.253 -1124.29 -1124.29
29125 216500 129.955 85.7643 1.18242 38.2803 38.2803 38.2803 -729.412 386.983 -1116.39 -1116.39
29150 216600 122.049 102.739 1.17511 38.3596 38.3596 38.3596 -737.496 363.441 -1100.94 -1100.94
29175 216700 132.908 42.3326 1.16726 38.4454 38.4454 38.4454 -711.835 395.776 -1107.61 -1107.61
29200 216800 134.006 14.5777 1.16473 38.4732 38.4732 38.4732 -711.192 399.048 -1110.24 -1110.24
29225 216900 126.846 74.662 1.17077 38.407 38.407 38.407 -725.454 377.727 -1103.18 -1103.18
29250 217000 130.784 98.2108 1.18097 38.2961 38.2961 38.2961 -724.245 389.451 -1113.7 -1113.7
29275 217100 133.979 116.17 1.19232 38.1741 38.1741 38.1741 -727.704 398.967 -1126.67 -1126.67
29300 217200 126.509 141.94 1.20203 38.0711 38.0711 38.0711 -754.142 376.723 -1130.87 -1130.87
29325 217300 128.478 147.627 1.20754 38.0131 38.0131 38.0131 -754.989 382.587 -1137.58 -1137.58
29350 217400 131.415 155.76 1.20797 38.0086 38.0086 38.0086 -746.499 391.331 -1137.83 -1137.83
29375 217500 130.455 183.631 1.2014 38.0778 38.0778 38.0778 -733.326 388.474 -1121.8 -1121.8
29400 217600 139.176 55.501 1.18718 38.2291 38.2291 38.2291 -717.151 414.441 -1131.59 -1131.59
29425 217700 125.252 48.0921 1.17649 38.3446 38.3446 38.3446 -739.283 372.98 -1112.26 -1112.26
29450 217800 126.159 33.7636 1.17252 38.3878 38.3878 38.3878 -736.589 375.68 -1112.27 -1112.27
29475 217900 127.29 116.78 1.17458 38.3654 38.3654 38.3654 -720.86 379.048 -1099.91 -1099.91
29500 218000 132.137 145.247 1.17569 38.3532 38.3532 38.3532 -705.301 393.482 -1098.78 -1098.78
29525 218100 133.652 95.3363 1.17228 38.3905 38.3905 38.3905 -705.797 397.993 -1103.79 -1103.79
29550 218200 126.199 62.5336 1.16916 38.4246 38.4246 38.4246 -725.709 375.799 -1101.51 -1101.51
29575 218300 127.346 45.0899 1.17049 38.41 38.41 38.41 -727.357 379.215 -1106.57 -1106.57
29600 218400 131.574 65.5606 1.17772 38.3312 38.3312 38.3312 -722.426 391.805 -1114.23 -1114.23
29625 218500 130.267 142.632 1.1885 38.2149 38.2149 38.2149 -726.241 387.914 -1114.16 -1114.16
29650 218600 127.981 190.468 1.19484 38.1473 38.1473 38.1473 -731.641 381.104 -1112.75 -1112.75
29675 218700 130.449 144.745 1.19202 38.1774 38.1774 38.1774 -730.034 388.456 -1118.49 -1118.49
29700 218800 132.083 101.739 1.18381 38.2654 38.2654 38.2654 -722.42 393.321 -1115.74 -1115.74
29725 218900 131.459 55.9052 1.17563 38.354 38.354 38.354 -722.134 391.463 -1113.6 -1113.6
29750 219000 127.394 35.5399 1.17228 38.3905 38.3905 38.3905 -733.091 379.358 -1112.45 -1112.45
29775 219100 124.097 95.808 1.17517 38.3589 38.3589 38.3589 -732.874 369.541 -1102.41 -1102.41
29800 219200 135.194 108.89 1.1792 38.3152 38.3152 38.3152 -705.952 402.584 -1108.54 -1108.54
29825 219300 135.948 65.5979 1.18289 38.2753 38.2753 38.2753 -716.002 404.83 -1120.83 -1120.83
29850 219400 128.136 106.571 1.18944 38.2049 38.2049 38.2049 -735.24 381.566 -1116.81 -1116.81
29875 219500 129.698 115.028 1.19601 38.1348 38.1348 38.1348 -737.671 386.218 -1123.89 -1123.89
29900 219600 130.656 127.482 1.20122 38.0797 38.0797 38.0797 -739.026 389.073 -1128.1 -1128.1
29925 219700 128.405 110.908 1.20382 38.0522 38.0522 38.0522 -751.622 382.368 -1133.99 -1133.99
29950 219800 124.224 108.183 1.20531 38.0365 38.0365 38.0365 -767.372 369.919 -1137.29 -1137.29
29975 219900 128.818 134.21 1.20586 38.0307 38.0307 38.0307 -755.089 383.599 -1138.69 -1138.69
30000 220000 131.856 168.128 1.20189 38.0726 38.0726 38.0726 -737.402 392.644 -1130.05 -1130.05
30025 220100 131.076 94.5119 1.19035 38.1952 38.1952 38.1952 -739.077 390.321 -1129.4 -1129.4
30050 220200 128.159 18.561 1.17761 38.3325 38.3325 38.3325 -744.165 381.637 -1125.8 -1125.8
30075 220300 126.629 38.1252 1.172 38.3934 38.3934 38.3934 -737.158 377.079 -1114.24 -1114.24
30100 220400 131.593 128.68 1.17239 38.3892 38.3892 38.3892 -709.317 391.861 -1101.18 -1101.18
30125 220500 132.14 139.854 1.17004 38.4149 38.4149 38.4149 -703.432 393.489 -1096.92 -1096.92
30150 220600 131.873 50.9836 1.16331 38.4888 38.4888 38.4888 -712.334 392.697 -1105.03 -1105.03
30175 220700 125.536 22.0291 1.16057 38.5191 38.5191 38.5191 -730.272 373.826 -1104.1 -1104.1
30200 220800 125.612 95.5286 1.16566 38.463 38.463 38.463 -722.827 374.051 -1096.88 -1096.88
30225 220900 127.865 187.893 1.17255 38.3875 38.3875 38.3875 -708.31 380.761 -1089.07 -1089.07
30250 221000 134.06 126.53 1.17201 38.3934 38.3934 38.3934 -701.603 399.208 -1100.81 -1100.81
30275 221100 131.013 48.4804 1.16786 38.4388 38.4388 38.4388 -715.969 390.135 -1106.1 -1106.1
30300 221200 126.007 45.9879 1.16812 38.436 38.436 38.436 -727.979 375.226 -1103.21 -1103.21
30325 221300 131.25 62.9204 1.17489 38.362 38.362 38.362 -720.715 390.841 -1111.56 -1111.56
30350 221400 132.358 139.372 1.18644 38.2371 38.2371 38.2371 -718.832 394.139 -1112.97 -1112.97
30375 221500 125.568 174.454 1.19511 38.1444 38.1444 38.1444 -741.777 373.921 -1115.7 -1115.7
30400 221600 123.629 156.363 1.19644 38.1302 38.1302 38.1302 -752.531 368.147 -1120.68 -1120.68
30425 221700 131.314 99.8727 1.1918 38.1797 38.1797 38.1797 -737.047 391.031 -1128.08 -1128.08
30450 221800 130.993 82.0359 1.18605 38.2413 38.2413 38.2413 -732.393 390.075 -1122.47 -1122.47
30475 221900 128.319 82.4245 1.18164 38.2888 38.2888 38.2888 -732.956 382.111 -1115.07 -1115.07
30500 222000 134.576 62.2066 1.17899 38.3175 38.3175 38.3175 -717.579 400.744 -1118.32 -1118.32
30525 222100 135.439 88.7755 1.1797 38.3098 38.3098 38.3098 -710.994 403.315 -1114.31 -1114.31
30550 222200 126.43 121.246 1.18184 38.2867 38.2867 38.2867 -732.387 376.485 -1108.87 -1108.87
30575 222300 127.763 117.1 1.18202 38.2847 38.2847 38.2847 -731.589 380.455 -1112.04 -1112.04
30600 222400 131.533 97.3198 1.18029 38.3033 38.3033 38.3033 -723.963 391.683 -1115.65 -1115.65
30625 222500 130.338 89.6606 1.17854 38.3223 38.3223 38.3223 -725.18 388.123 -1113.3 -1113.3
30650 222600 130.807 52.7138 1.1781 38.3271 38.3271 38.3271 -727.749 389.522 -1117.27 -1117.27
30675 222700 129.606 70.1295 1.18216 38.2832 38.2832 38.2832 -729.239 385.945 -1115.18 -1115.18
30700 222800 132.004 89.0767 1.19068 38.1917 38.1917 38.1917 -731.108 393.085 -1124.19 -1124.19
30725 222900 129.292 154.175 1.20071 38.0851 38.0851 38.0851 -740.381 385.01 -1125.39 -1125.39
30750 223000 126.382 186.086 1.20552 38.0343 38.0343 38.0343 -748.506 376.343 -1124.85 -1124.85
30775 223100 131.726 140.629 1.20147 38.077 38.077 38.077 -738.706 392.259 -1130.97 -1130.97
30800 223200 133.425 137.074 1.19167 38.181 38.181 38.181 -722.696 397.316 -1120.01 -1120.01
30825 223300 127.862 100.112 1.17778 38.3306 38.3306 38.3306 -725.888 380.751 -1106.64 -1106.64
30850 223400 130.434 18.5919 1.16431 38.4779 38.4779 38.4779 -716.639 388.411 -1105.05 -1105.05
30875 223500 134.377 25.9102 1.15927 38.5336 38.5336 38.5336 -697.403 400.151 -1097.55 -1097.55
30900 223600 131.311 61.8535 1.16236 38.4993 38.4993 38.4993 -702.367 391.021 -1093.39 -1093.39
30925 223700 125.926 80.2232 1.16999 38.4154 38.4154 38.4154 -723.627 374.986 -1098.61 -1098.61
30950 223800 127.099 117.223 1.17951 38.3119 38.3119 38.3119 -726.701 378.478 -1105.18 -1105.18
30975 223900 134.482 132.571 1.18719 38.229 38.229 38.229 -714.285 400.463 -1114.75 -1114.75
31000 224000 133.989 163.098 1.1907 38.1914 38.1914 38.1914 -711.1 398.996 -1110.1 -1110.1
31025 224100 130.426 82.9565 1.18831 38.217 38.217 38.217 -730.427 388.386 -1118.81 -1118.81
31050 224200 126.018 49.8887 1.18712 38.2298 38.2298 38.2298 -746.07 375.261 -1121.33 -1121.33
31075 224300 130.176 63.8641 1.19104 38.1878 38.1878 38.1878 -740.206 387.641 -1127.85 -1127.85
31100 224400 131.212 165.495 1.19788 38.115 38.115 38.115 -729.027 390.726 -1119.75 -1119.75
31125 224500 134.207 156.171 1.19901 38.103 38.103 38.103 -726.702 399.645 -1126.35 -1126.35
31150 224600 125.069 117.881 1.19345 38.1621 38.1621 38.1621 -748.881 372.435 -1121.32 -1121.32
31175 224700 123.68 78.1311 1.18624 38.2392 38.2392 38.2392 -750.77 368.297 -1119.07 -1119.07
31200 224800 128.924 82.9079 1.18093 38.2965 38.2965 38.2965 -729.187 383.914 -1113.1 -1113.1
31225 224900 131.34 67.9039 1.17771 38.3313 38.3313 38.3313 -722.258 391.109 -1113.37 -1113.37
31250 225000 129.464 91.0319 1.17745 38.3342 38.3342 38.3342 -722.364 385.521 -1107.89 -1107.89
31275 225100 130.974 84.4605 1.17873 38.3202 38.3202 38.3202 -722.456 390.019 -1112.48 -1112.48
31300 225200 127.285 117.513 1.1815 38.2903 38.2903 38.2903 -729.746 379.034 -1108.78 -1108.78
31325 225300 125.196 155.109 1.18242 38.2804 38.2804 38.2804 -728.73 372.813 -1101.54 -1101.54
31350 225400 135.092 107.883 1.17766 38.3319 38.3319 38.3319 -706.048 402.281 -1108.33 -1108.33
31375 225500 132.188 60.1978 1.17084 38.4061 38.4061 38.4061 -712.85 393.634 -1106.48 -1106.48
31400 225600 128.7 17.3809 1.16771 38.4404 38.4404 38.4404 -726.275 383.246 -1109.52 -1109.52
31425 225700 128.179 56.3692 1.17339 38.3783 38.3783 38.3783 -728.493 381.696 -1110.19 -1110.19
31450 225800 128.283 188.492 1.18517 38.2507 38.2507 38.2507 -719.181 382.004 -1101.19 -1101.19
31475 225900 134.952 194.103 1.19061 38.1924 38.1924 38.1924 -709.423 401.863 -1111.29 -1111.29
31500 226000 130.527 169.093 1.18557 38.2464 38.2464 38.2464 -718.016 388.687 -1106.7 -1106.7
31525 226100 129.055 56.6002 1.17189 38.3947 38.3947 38.3947 -724.084 384.304 -1108.39 -1108.39
