# Time-averaged data for fix 3
tstep t T P Etot Eke Epe Epair
20025 80100 124.791 -69.0026 -586.852 371.605 -958.457 -958.457
20050 80200 125.151 -84.4683 -590.116 372.678 -962.794 -962.794
20075 80300 132.6 -56.7895 -565.258 394.861 -960.119 -960.119
20100 80400 132.518 -25.0853 -558.668 394.616 -953.285 -953.285
20125 80500 129.84 -41.4653 -569.76 386.642 -956.402 -956.402
20150 80600 125.816 -60.3234 -584.116 374.659 -958.775 -958.775
20175 80700 130.537 -76.104 -575.978 388.717 -964.695 -964.695
20200 80800 137.157 -46.8654 -551.934 408.431 -960.365 -960.365
20225 80900 129.473 -20.1003 -564.073 385.548 -949.621 -949.621
20250 81000 130.606 -77.4775 -574.409 388.923 -963.332 -963.332
20275 81100 130.271 -105.612 -581.786 387.924 -969.71 -969.71
20300 81200 127.132 -73.5767 -582.917 378.578 -961.495 -961.495
20325 81300 129.877 -62.9625 -574.458 386.753 -961.211 -961.211
20350 81400 131.945 -60.6956 -568.64 392.908 -961.548 -961.548
20375 81500 129.576 -64.0201 -574.114 385.855 -959.969 -959.969
20400 81600 124.437 -105.685 -595.912 370.551 -966.463 -966.463
20425 81700 124.495 -106.892 -595.034 370.726 -965.76 -965.76
20450 81800 132.521 -101.635 -572.455 394.625 -967.081 -967.081
20475 81900 133.407 -127.418 -576.614 397.263 -973.876 -973.876
20500 82000 125.581 -97.8322 -589.733 373.958 -963.69 -963.69
20525 82100 129.911 -105.739 -580.684 386.852 -967.536 -967.536
20550 82200 134.375 -91.7262 -566.823 400.144 -966.967 -966.967
20575 82300 125.407 -26.8778 -576.005 373.439 -949.444 -949.444
20600 82400 122.471 -38.3592 -587.601 364.698 -952.299 -952.299
20625 82500 131 -35.3707 -564.392 390.095 -954.487 -954.487
20650 82600 135.766 -74.3214 -561.1 404.288 -965.388 -965.388
20675 82700 129.024 -86.0165 -580.303 384.212 -964.515 -964.515
20700 82800 127.085 -86.5209 -585.64 378.438 -964.079 -964.079
20725 82900 130.783 -86.2135 -577.15 389.449 -966.599 -966.599
20750 83000 132.853 -79.0251 -571.153 395.615 -966.768 -966.768
20775 83100 125.709 -83.1659 -590.367 374.34 -964.707 -964.707
20800 83200 125.015 -122.72 -600.523 372.272 -972.796 -972.796
20825 83300 130.903 -121.912 -583.941 389.808 -973.749 -973.749
20850 83400 131.359 -83.0297 -573.681 391.165 -964.846 -964.846
20875 83500 128.662 -44.6733 -571.677 383.135 -954.812 -954.812
20900 83600 137.444 -57.3891 -551.526 409.284 -960.81 -960.81
20925 83700 137.02 -59.8076 -552.024 408.021 -960.045 -960.045
20950 83800 127.97 -49.8212 -572.107 381.072 -953.179 -953.179
20975 83900 130.662 -86.1986 -573.716 389.089 -962.805 -962.805
21000 84000 127.572 -58.8521 -575.233 379.887 -955.12 -955.12
21025 84100 133.082 -59.3462 -562.277 396.296 -958.573 -958.573
21050 84200 135.152 -44.5534 -553.21 402.459 -955.669 -955.669
21075 84300 128.243 -68.6968 -575.337 381.885 -957.222 -957.222
21100 84400 126.728 -96.6143 -584.846 377.374 -962.22 -962.22
21125 84500 129.741 -100.32 -577.663 386.346 -964.008 -964.008
21150 84600 130.689 -92.2373 -572.315 389.171 -961.485 -961.485
21175 84700 129.376 -79.9578 -571.88 385.259 -957.14 -957.14
21200 84800 130.433 -63.4909 -564.748 388.406 -953.154 -953.154
21225 84900 138.675 -56.6455 -542.93 412.95 -955.88 -955.88
21250 85000 130.129 -34.919 -560.728 387.503 -948.231 -948.231
21275 85100 128.214 -56.9943 -573.349 381.799 -955.147 -955.147
21300 85200 128.617 -46.2465 -571.664 383 -954.663 -954.663
21325 85300 131.753 -3.6959 -554.628 392.338 -946.965 -946.965
21350 85400 138.506 -6.20764 -539.442 412.448 -951.89 -951.89
21375 85500 131.311 -10.395 -558.903 391.021 -949.924 -949.924
21400 85600 131.338 -44.8298 -565.939 391.102 -957.041 -957.041
21425 85700 129.752 -79.5196 -577.233 386.38 -963.612 -963.612
21450 85800 125.106 -71.5856 -585.878 372.544 -958.422 -958.422
21475 85900 133.32 -100.567 -570.424 397.003 -967.427 -967.427
21500 86000 135.866 -91.7112 -561.6 404.586 -966.186 -966.186
21525 86100 122.452 -62.4658 -589.024 364.64 -953.664 -953.664
21550 86200 127.593 -100.526 -585.235 379.95 -965.185 -965.185
21575 86300 131.217 -104.771 -576.351 390.742 -967.093 -967.093
21600 86400 131.461 -116.594 -578.194 391.467 -969.662 -969.662
21625 86500 124.745 -105.45 -591.116 371.47 -962.586 -962.586
21650 86600 124.426 -93.4267 -587.496 370.518 -958.014 -958.014
21675 86700 134.867 -101.37 -561.443 401.61 -963.053 -963.053
21700 86800 132.595 -121.151 -571.765 394.844 -966.609 -966.609
21725 86900 124.423 -90.0694 -585.734 370.511 -956.245 -956.245
21750 87000 128.077 -66.2648 -571.606 381.391 -952.997 -952.997
21775 87100 132.806 -64.3767 -558.601 395.474 -954.075 -954.075
21800 87200 132.264 -94.7513 -566.288 393.859 -960.147 -960.147
21825 87300 127.459 -86.5686 -575.974 379.55 -955.524 -955.524
21850 87400 128.189 -73.0943 -571.318 381.724 -953.041 -953.041
21875 87500 132.657 -46.3998 -553.989 395.029 -949.018 -949.018
21900 87600 140.168 -48.4005 -536.258 417.398 -953.655 -953.655
21925 87700 131.509 -65.598 -563.392 391.611 -955.003 -955.003
21950 87800 124.604 -54.7357 -579.432 371.05 -950.482 -950.482
21975 87900 130.102 -54.4741 -566.78 387.422 -954.202 -954.202
22000 88000 133.453 -32.994 -553.749 397.4 -951.149 -951.149
22025 88100 131.103 -41.6253 -561.772 390.401 -952.173 -952.173
22050 88200 125.752 -60.1116 -578.143 374.467 -952.609 -952.609
22075 88300 130.158 -92.7886 -572.873 387.589 -960.463 -960.463
22100 88400 137.831 -71.4658 -546.949 410.438 -957.387 -957.387
22125 88500 135.156 -61.9507 -551.464 402.47 -953.935 -953.935
22150 88600 124.843 -60.4721 -577.379 371.761 -949.14 -949.14
22175 88700 127.909 -47.9123 -567.243 380.89 -948.134 -948.134
22200 88800 133.188 -38.0658 -551.526 396.612 -948.137 -948.137
22225 88900 132.117 -41.5286 -555.54 393.422 -948.962 -948.962
22250 89000 126.203 -47.7499 -572.969 375.811 -948.78 -948.78
22275 89100 126.034 -35.0786 -571.101 375.307 -946.408 -946.408
22300 89200 136.232 -5.52655 -538.737 405.677 -944.414 -944.414
22325 89300 133.215 -11.9122 -548.177 396.693 -944.87 -944.87
22350 89400 126.513 -10.3947 -565.005 376.735 -941.74 -941.74
22375 89500 127.647 -2.51422 -560.151 380.11 -940.261 -940.261
22400 89600 136.165 -33.2513 -545.601 405.475 -951.076 -951.076
22425 89700 130.223 -29.181 -559.248 387.781 -947.029 -947.029
22450 89800 126.914 -43.242 -571.093 377.927 -949.021 -949.021
22475 89900 130.111 -63.2286 -567.255 387.448 -954.703 -954.703
22500 90000 132.593 -93.2407 -567.465 394.84 -962.305 -962.305
22525 90100 127.793 -105.59 -581.702 380.544 -962.247 -962.247
22550 90200 124.512 -102.177 -588.734 370.775 -959.508 -959.508
22575 90300 132.582 -67.5726 -560.889 394.808 -955.697 -955.697
22600 90400 132.7 -50.2186 -557.215 395.157 -952.372 -952.372
22625 90500 128.598 -51.1293 -568.086 382.942 -951.027 -951.027
22650 90600 127.64 -60.6789 -573.233 380.091 -953.324 -953.324
22675 90700 131.189 -61.0086 -563.668 390.657 -954.325 -954.325
22700 90800 136.706 -59.2747 -549.587 407.087 -956.674 -956.674
22725 90900 126.403 -24.4438 -568.603 376.408 -945.011 -945.011
22750 91000 126.962 -39.9387 -570.939 378.071 -949.011 -949.011
22775 91100 130.515 -44.964 -560.984 388.65 -949.634 -949.634
22800 91200 133.876 -94.1217 -562.78 398.659 -961.44 -961.44
22825 91300 128.99 -98.7598 -575.243 384.109 -959.352 -959.352
22850 91400 128.173 -106.452 -578.889 381.676 -960.565 -960.565
22875 91500 131.661 -101.135 -568.731 392.063 -960.794 -960.794
22900 91600 136.876 -61.325 -546.851 407.594 -954.445 -954.445
22925 91700 131.565 -34.8333 -554.218 391.778 -945.996 -945.996
22950 91800 126.449 -87.2973 -578.84 376.544 -955.384 -955.384
22975 91900 127.195 -92.9357 -577.374 378.766 -956.14 -956.14
23000 92000 129.208 -57.2267 -564.417 384.759 -949.176 -949.176
23025 92100 130.469 -31.9547 -555.534 388.513 -944.047 -944.047
23050 92200 134.519 -80.4463 -555.451 400.575 -956.026 -956.026
23075 92300 134.05 -142.481 -570.476 399.178 -969.654 -969.654
23100 92400 126.891 -99.0788 -580.406 377.859 -958.265 -958.265
23125 92500 127.995 -59.7593 -571.576 381.147 -952.723 -952.723
23150 92600 133.702 -51.9617 -556.311 398.143 -954.454 -954.454
23175 92700 132.48 -69.0297 -563.129 394.502 -957.63 -957.63
23200 92800 126.593 -91.4063 -581.887 376.971 -958.858 -958.858
23225 92900 128.033 -108.433 -580.511 381.259 -961.771 -961.771
23250 93000 130.357 -109.82 -574.052 388.18 -962.232 -962.232
23275 93100 129.701 -76.6823 -569.258 386.228 -955.486 -955.486
23300 93200 132.502 -56.308 -559.314 394.568 -953.883 -953.883
23325 93300 135.439 -44.8783 -550.122 403.313 -953.435 -953.435
23350 93400 130.904 -86.7542 -572.225 389.811 -962.036 -962.036
23375 93500 125.255 -84.58 -586.725 372.988 -959.713 -959.713
23400 93600 127.805 -53.1566 -574.173 380.581 -954.754 -954.754
23425 93700 131.357 -22.1114 -559.018 391.159 -950.176 -950.176
23450 93800 130.103 -1.95496 -556.984 387.426 -944.41 -944.41
23475 93900 132.117 -43.0067 -558.815 393.421 -952.236 -952.236
23500 94000 124.924 -84.4481 -582.287 372.001 -954.289 -954.289
23525 94100 127.256 -156.066 -591.876 378.948 -970.824 -970.824
23550 94200 127.089 -107.886 -582.52 378.45 -960.969 -960.969
23575 94300 130.066 -57.9591 -566.777 387.314 -954.091 -954.091
23600 94400 130.713 -39.5572 -563.892 389.24 -953.133 -953.133
23625 94500 130.599 -38.2167 -565.608 388.901 -954.509 -954.509
23650 94600 126.334 -14.6601 -570.151 376.201 -946.351 -946.351
23675 94700 130.558 -7.99242 -555.144 388.778 -943.923 -943.923
23700 94800 136.874 -37.0276 -542.324 407.586 -949.91 -949.91
23725 94900 129.464 -53.9693 -560.944 385.522 -946.466 -946.466
23750 95000 130.841 -113.146 -569.626 389.621 -959.248 -959.248
23775 95100 129.444 -127.743 -575.363 385.462 -960.825 -960.825
23800 95200 128.422 -123.068 -577.125 382.418 -959.544 -959.544
23825 95300 132.288 -94.0298 -562.43 393.932 -956.362 -956.362
23850 95400 135.143 -59.576 -549.237 402.433 -951.67 -951.67
23875 95500 129.606 -63.8355 -565.057 385.944 -951.002 -951.002
23900 95600 127.012 -84.3998 -576.327 378.221 -954.548 -954.548
23925 95700 131.11 -109.238 -571.674 390.423 -962.097 -962.097
23950 95800 130.661 -80.2096 -566.697 389.087 -955.784 -955.784
23975 95900 133.868 -39.8146 -552.514 398.637 -951.15 -951.15
24000 96000 132.022 -6.80425 -552.946 393.14 -946.086 -946.086
24025 96100 126.348 5.37726 -566.093 376.242 -942.335 -942.335
24050 96200 127.124 14.8061 -561.471 378.554 -940.025 -940.025
24075 96300 135.88 12.022 -539.058 404.629 -943.686 -943.686
24100 96400 133.185 3.04549 -547.061 396.602 -943.663 -943.663
24125 96500 130.061 -13.3242 -558.665 387.3 -945.965 -945.965
24150 96600 130.874 -44.4492 -563.653 389.72 -953.373 -953.373
24175 96700 129.187 -55.2714 -571.514 384.696 -956.21 -956.21
24200 96800 123.968 -36.2007 -581.945 369.157 -951.102 -951.102
24225 96900 128.863 -34.2714 -568.996 383.731 -952.727 -952.727
24250 97000 134.876 -31.1567 -551.182 401.638 -952.82 -952.82
24275 97100 131.558 -54.2728 -563.182 391.756 -954.938 -954.938
24300 97200 126.588 -66.0054 -577.845 376.958 -954.803 -954.803
24325 97300 127.683 -51.5689 -571.678 380.219 -951.896 -951.896
24350 97400 131.09 -40.277 -560.426 390.364 -950.79 -950.79
24375 97500 132.208 -58.3467 -561.686 393.693 -955.379 -955.379
24400 97600 131.045 -84.5733 -571.032 390.23 -961.262 -961.262
24425 97700 127.036 -70.6058 -579.692 378.291 -957.984 -957.984
24450 97800 129.33 -51.4776 -571.561 385.123 -956.684 -956.684
24475 97900 140.643 -48.4978 -545.025 418.809 -963.835 -963.835
24500 98000 128.832 -10.1608 -568.879 383.641 -952.519 -952.519
24525 98100 125.965 -12.1204 -578.433 375.103 -953.537 -953.537
24550 98200 130.58 -0.731134 -563.988 388.846 -952.834 -952.834
24575 98300 134.005 -0.514282 -554.016 399.044 -953.06 -953.06
24600 98400 131.091 -30.0482 -566.124 390.367 -956.491 -956.491
24625 98500 127.325 -71.5374 -583.916 379.152 -963.068 -963.068
24650 98600 126.927 -64.6077 -581.637 377.966 -959.603 -959.603
24675 98700 131.866 -85.5548 -572.145 392.675 -964.82 -964.82
24700 98800 129.865 -82.2978 -573.827 386.714 -960.542 -960.542
24725 98900 125.359 -30.6593 -571.021 373.297 -944.318 -944.318
24750 99000 132.629 -50.339 -555.467 394.947 -950.414 -950.414
24775 99100 133.3 -78.1435 -558.078 396.945 -955.023 -955.023
24800 99200 129.227 -82.3927 -569.258 384.815 -954.073 -954.073
24825 99300 128.59 -79.6947 -571.778 382.92 -954.699 -954.699
24850 99400 130 -59.4412 -566.117 387.116 -953.233 -953.233
24875 99500 135.297 -1.54992 -541.297 402.89 -944.187 -944.187
24900 99600 134.607 21.3534 -537.727 400.836 -938.563 -938.563
24925 99700 129.686 -8.16109 -555.28 386.183 -941.462 -941.462
24950 99800 131.55 -74.9613 -564.148 391.733 -955.881 -955.881
24975 99900 128.975 -86.2252 -570.635 384.066 -954.701 -954.701
25000 100000 129.357 -94.3549 -570.322 385.203 -955.524 -955.524
